average,average,average,8,8.916666667,9.333333333,7.25,7.75,7.5,8.916666667,8.916666667,8.583333333,8.833333333,8.4,6,3.083333333,4.666666667,3.333333333,6.166666667,5.25,3.416666667,4,4.916666667,5.083333333,4.591666667,1.083333333,0.5,1.833333333,1.833333333,2.583333333,2.5,2.916666667,3.333333333,4.5,3.333333333,2.441666667,7.416666667,8.083333333,7.333333333,7.25,6.75,7,6.833333333,7.416666667,7,5.333333333,7.041666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,12,13,12,7,11,7,13,11,13,13,steroids,0,3,1,0,6,0,6,6,6,6,vaccine,0,2,0,4,0,2,6,5,3,1,crypto again,7,0,7,9,13,9,12,8,6,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,10,9,13,12,11,11,11,9,6,12,steroids,9,1,13,13,7,6,6,6,6,2,vaccine,2,3,3,3,3,2,3,5,3,4,crypto again,0,0,2,8,14,14,14,14,7,6,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,9,8,11,13,11,11,10,8,10,10,steroids,6,7,8,10,10,5,6,7,8,12,vaccine,6,5,5,5,4,3,0,1,2,0,crypto again,4,8,10,10,12,12,11,9,8,9,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,12,12,13,13,7,7,12,14,13,9,steroids,9,8,5,0,11,9,12,10,14,7,vaccine,4,2,3,5,5,5,5,6,4,2,crypto again,7,8,9,9,2,7,8,10,9,8,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,10,10,13,13,13,13,9,9,10,7,steroids,12,14,10,8,9,7,4,4,6,9,vaccine,4,6,4,4,5,7,3,6,7,7,crypto again,3,13,12,8,13,13,13,11,14,14,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,14,13,13,12,12,15,11,6,11,10,steroids,11,12,9,7,5,11,8,8,6,9,vaccine,3,2,3,5,2,7,5,3,0,6,crypto again,5,4,5,7,11,13,14,11,9,9,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,8,9,9,12,7,12,12,5,12,13,steroids,6,10,8,6,3,6,9,9,8,7,vaccine,5,5,4,6,4,6,6,3,3,4,crypto again,8,12,12,11,11,10,15,11,15,14,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,14,13,13,9,7,14,15,8,10,10,steroids,7,8,8,2,6,6,4,9,10,9,vaccine,0,2,3,5,5,4,1,2,0,5,crypto again,7,8,9,10,15,6,9,8,8,2,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,12,11,10,11,9,12,12,10,6,11,steroids,8,10,6,9,11,6,5,5,8,9,vaccine,2,3,3,5,4,6,2,2,3,5,crypto again,8,4,9,12,12,12,10,10,10,9,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,5,6,10,11,11,13,12,13,10,7,steroids,9,7,8,8,13,5,5,5,2,1,vaccine,0,2,4,7,8,2,1,3,3,5,crypto again,11,14,7,5,8,8,12,10,10,10,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watcher,profile,crypto,10,10,11,11,9,12,8,9,10,10,steroids,7,8,8,6,8,7,7,7,2,10,vaccine,3,5,2,7,4,5,4,4,4,4,crypto again,7,8,8,2,13,12,9,9,8,8,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
average,average,average,10.54545455,10.36363636,11.63636364,11.27272727,9.818181818,11.54545455,11.36363636,9.272727273,10.09090909,10.18181818,10.60909091,7.636363636,8,7.636363636,6.272727273,8.090909091,6.181818182,6.545454545,6.909090909,6.909090909,7.363636364,7.154545455,2.636363636,3.363636364,3.090909091,5.090909091,4,4.454545455,3.272727273,3.636363636,2.909090909,3.909090909,3.636363636,6.090909091,7.181818182,8.181818182,8.272727273,11.27272727,10.54545455,11.54545455,10.09090909,9.454545455,8.727272727,9.136363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,13,14,9,2,10,0,7,11,13,6,steroids,4,3,4,1,5,7,4,5,0,2,vaccine,3,2,0,0,1,3,1,0,2,1,crypto again,4,4,0,9,10,6,11,12,11,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,14,4,13,10,13,11,12,15,3,8,steroids,4,2,6,5,1,1,3,5,6,4,vaccine,4,1,0,3,5,2,2,1,1,1,crypto again,9,7,1,4,7,8,5,8,10,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,11,7,9,8,12,1,14,12,12,11,steroids,5,0,5,0,1,1,1,6,1,2,vaccine,0,4,2,3,0,1,0,6,2,1,crypto again,11,9,8,1,0,8,11,9,2,11,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,10,9,0,3,8,8,6,1,1,3,steroids,1,1,3,2,1,0,0,4,8,6,vaccine,1,0,2,0,0,5,1,0,1,2,crypto again,0,0,3,2,8,2,10,1,10,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,7,7,1,0,6,0,8,5,0,6,steroids,5,3,3,3,3,6,1,0,5,5,vaccine,1,0,0,1,1,1,1,1,0,2,crypto again,1,10,9,6,6,3,0,3,0,3,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,1,7,8,2,9,10,1,11,10,2,steroids,3,2,3,5,3,6,0,4,1,2,vaccine,1,0,1,0,1,0,1,0,1,0,crypto again,8,9,10,2,8,5,11,12,9,1,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,6,8,5,7,0,1,0,4,7,0,steroids,6,1,4,0,0,1,0,2,0,3,vaccine,0,0,1,2,1,1,0,2,0,1,crypto again,6,0,3,4,5,1,6,4,0,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,8,0,6,5,5,0,6,4,8,0,steroids,1,1,0,1,0,0,3,1,0,5,vaccine,1,2,0,3,0,1,0,4,1,2,crypto again,5,4,3,0,4,6,9,1,0,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,5,0,7,1,11,11,11,0,9,5,steroids,1,4,2,1,1,0,2,1,1,2,vaccine,1,0,0,1,2,1,2,2,1,0,crypto again,4,0,4,9,10,6,11,11,12,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,2,1,1,7,4,8,12,12,10,8,steroids,2,0,6,3,0,0,1,0,0,1,vaccine,0,1,1,0,0,0,0,1,0,2,crypto again,5,7,1,4,7,8,5,8,10,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,anon,crypto,9,4,12,0,11,10,8,8,6,6,steroids,3,2,4,0,6,7,5,3,4,1,vaccine,2,1,4,1,0,2,2,1,0,1,crypto again,5,6,8,4,3,0,4,9,10,12,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
average,average,average,7.818181818,5.545454545,6.454545455,4.090909091,8.090909091,5.454545455,7.727272727,7.545454545,7.181818182,5,6.490909091,3.181818182,1.727272727,3.636363636,1.909090909,1.909090909,2.636363636,1.818181818,2.818181818,2.363636364,3,2.5,1.272727273,1,1,1.272727273,1,1.545454545,0.909090909,1.636363636,0.818181818,1.181818182,1.163636364,5.272727273,5.090909091,4.545454545,4.090909091,6.181818182,4.818181818,7.545454545,7.090909091,6.727272727,6.272727273,5.763636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,12,10,8,10,9,7,2,8,1,4,steroids,9,5,4,8,1,2,2,7,5,4,vaccine,2,1,6,0,0,4,5,9,2,2,crypto again,10,11,8,9,5,11,2,14,13,11,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,9,4,9,1,0,8,4,5,2,9,steroids,7,5,4,6,6,2,3,7,2,2,vaccine,3,0,4,0,2,2,8,4,4,2,crypto again,9,11,8,9,6,8,8,9,11,9,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,6,9,8,5,6,7,0,6,11,8,steroids,7,4,0,7,6,2,2,0,9,4,vaccine,2,5,0,3,5,2,1,6,5,1,crypto again,0,6,11,2,5,13,10,3,0,10,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,8,4,7,6,6,6,5,4,5,9,steroids,8,0,7,6,10,11,8,10,10,0,vaccine,0,1,0,1,5,7,6,6,6,4,crypto again,8,7,5,6,8,6,0,9,7,0,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,9,11,6,8,8,10,11,12,5,1,steroids,7,3,9,2,8,8,4,3,0,1,vaccine,2,2,0,2,8,4,2,8,5,1,crypto again,5,8,4,8,9,0,5,7,5,9,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,13,10,4,13,5,9,8,7,6,3,steroids,6,8,1,4,3,2,8,3,8,8,vaccine,0,0,0,3,2,7,9,7,3,6,crypto again,6,6,6,6,6,6,6,8,5,2,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,10,0,8,3,9,9,9,6,8,10,steroids,5,7,4,11,7,7,0,5,5,5,vaccine,2,8,1,6,7,3,1,0,0,5,crypto again,0,0,5,6,8,8,8,4,11,2,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,11,1,8,9,12,4,5,3,9,2,steroids,7,5,2,0,6,1,9,9,3,1,vaccine,2,4,6,8,0,3,1,1,1,2,crypto again,5,3,1,2,2,5,9,9,11,13,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,13,8,9,9,1,4,6,6,6,6,steroids,8,5,4,6,7,3,1,6,5,3,vaccine,3,3,2,3,3,1,6,0,0,5,crypto again,9,1,11,7,2,0,8,10,10,12,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,8,4,8,7,5,7,6,6,7,6,steroids,10,10,8,4,0,8,7,7,7,2,vaccine,4,2,0,6,4,2,1,6,5,3,crypto again,4,8,2,3,5,6,4,8,2,11,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interacter,profile,crypto,10,11,11,13,14,12,9,2,9,9,steroids,7,5,4,1,4,8,2,8,6,3,vaccine,2,4,2,7,0,3,3,4,2,4,crypto again,5,6,7,7,7,7,2,11,9,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
average,average,average,9.909090909,6.545454545,7.818181818,7.636363636,6.818181818,7.545454545,5.909090909,5.909090909,6.272727273,6.090909091,7.045454545,7.363636364,5.181818182,4.272727273,5,5.272727273,4.909090909,4.181818182,5.909090909,5.454545455,3,5.054545455,2,2.727272727,1.909090909,3.545454545,3.272727273,3.454545455,3.909090909,4.636363636,3,3.181818182,3.163636364,5.545454545,6.090909091,6.181818182,5.909090909,5.727272727,6.363636364,5.636363636,8.363636364,7.636363636,7.545454545,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.171717172,,,,,,,,,,,2.616161616,,,,,,,,,,,3.292929293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
